Time,,pm10_standard,pm25_standard,pm100_standard,P3um,P5um,P10um,P25um,P50um,P100um,Shinyei,Temperature,Humidity
2019-7-24 18:50:15,,7,14,14,1803,379,84,26,0,0,0,22.23,59.43
2019-7-24 18:50:20,,4,11,11,1368,306,52,26,0,0,0,22.21,59.43
2019-7-24 18:50:27,,5,11,11,1296,295,48,22,0,0,0,22.22,59.45
2019-7-24 18:50:34,,6,10,10,1506,319,40,12,0,0,0,22.23,59.47
2019-7-24 18:50:39,,4,8,8,1482,303,32,10,0,0,0,22.21,59.47
2019-7-24 18:50:45,,5,8,9,1890,316,37,8,2,0,0,22.21,59.50
2019-7-24 18:50:52,,6,10,11,2058,335,52,10,2,0,0,22.22,59.50
2019-7-24 18:50:56,,4,8,9,2031,319,50,8,2,0,0,22.25,59.52
2019-7-24 18:51:5,,4,7,8,1932,314,58,6,2,0,0,22.27,59.54
2019-7-24 18:51:11,,5,8,8,1908,330,53,6,0,0,0,22.25,59.54
2019-7-24 18:51:18,,5,7,8,2058,342,46,6,2,0,0,22.23,59.54
2019-7-24 18:51:26,,6,9,10,1956,347,52,8,2,0,0,22.26,59.52
2019-7-24 18:51:32,,6,8,11,2949,396,44,10,4,2,0,22.23,59.54
2019-7-24 18:51:37,,7,8,11,2643,392,42,6,4,2,0,22.23,59.52
2019-7-24 18:51:43,,7,8,10,2529,378,40,4,2,2,0,22.22,59.54
2019-7-24 18:51:51,,6,7,8,2544,334,24,2,2,2,0,22.26,59.50
2019-7-24 18:51:58,,5,6,8,1557,271,38,4,2,2,0,22.20,59.52
2019-7-24 18:52:4,,4,7,8,1596,249,43,6,2,2,0,22.23,59.52
2019-7-24 18:52:11,,4,7,8,1638,257,41,6,2,2,0,22.22,59.56
2019-7-24 18:52:15,,5,7,9,1656,272,43,6,2,2,0,22.25,59.54
2019-7-24 18:52:21,,3,6,8,1851,283,45,6,2,2,0,22.20,59.56
2019-7-24 18:52:29,,6,8,9,2577,347,36,2,2,0,0,22.20,59.59
2019-7-24 18:52:33,,6,8,9,2643,344,38,2,2,0,0,22.23,59.59
2019-7-24 18:52:40,,6,8,9,2583,336,49,4,2,0,0,22.22,59.61
2019-7-24 18:52:48,,6,8,10,2799,343,49,4,2,0,0,22.26,59.61
2019-7-24 18:52:56,,5,8,8,2568,306,47,4,0,0,0,22.23,59.59
2019-7-24 18:53:1,,5,7,7,2313,289,43,4,0,0,0,22.22,59.61
2019-7-24 18:53:9,,5,8,8,2241,276,47,6,0,0,0,22.23,59.59
2019-7-24 18:53:17,,5,9,9,2136,294,51,6,0,0,0,22.21,59.59
2019-7-24 18:53:25,,5,8,8,2154,265,56,8,0,0,0,22.21,59.59
2019-7-24 18:53:31,,3,6,6,1959,241,43,6,0,0,0,22.23,59.59
2019-7-24 18:53:36,,4,6,6,1740,257,45,6,0,0,0,22.23,59.59
2019-7-24 18:53:41,,3,6,6,1419,240,43,8,0,0,0,22.23,59.59
2019-7-24 18:53:49,,2,5,5,948,215,28,4,0,0,0,22.23,59.58
2019-7-24 18:53:54,,4,6,6,1110,239,32,2,0,0,0,22.21,59.58
2019-7-24 18:54:1,,4,6,6,1296,250,30,2,0,0,0,22.21,59.59
2019-7-24 18:54:9,,4,5,5,1470,245,26,0,0,0,0,22.20,59.63
2019-7-24 18:54:14,,5,6,6,1842,262,39,0,0,0,0,22.25,59.61
2019-7-24 18:54:22,,5,6,6,2067,267,43,0,0,0,0,22.25,59.63
2019-7-24 18:54:29,,5,8,8,2049,269,53,4,0,0,0,22.22,59.61
2019-7-24 18:54:36,,5,9,11,2388,305,63,8,2,2,0,22.20,59.65
2019-7-24 18:54:44,,4,8,10,2550,302,56,8,2,2,0,22.22,59.68
2019-7-24 18:54:50,,5,9,10,2562,313,52,8,2,2,0,22.23,59.68
2019-7-24 18:54:58,,512,0,151,7168,1280,1792,1792,1280,1792,0,22.23,59.72
2019-7-24 18:55:4,,5,6,6,2373,293,34,0,0,0,0,22.22,59.70
2019-7-24 18:55:10,,5,6,6,2880,356,30,0,0,0,0,22.23,59.68
2019-7-24 18:55:19,,6,8,8,3834,441,34,4,0,0,0,22.22,59.72
2019-7-24 18:55:26,,7,10,10,3588,414,41,10,0,0,0,22.27,59.72
2019-7-24 18:55:32,,7,11,11,3654,436,51,12,0,0,0,22.25,59.74
2019-7-24 18:55:37,,7,12,12,3615,439,55,12,0,0,0,22.23,59.72
2019-7-24 18:55:44,,5,9,9,1710,291,59,10,0,0,0,22.23,59.75
2019-7-24 18:55:53,,6,8,8,1794,307,50,2,0,0,0,22.22,59.72
2019-7-24 18:55:57,,5,7,8,1614,284,48,4,2,0,0,22.23,59.72
2019-7-24 18:56:6,,5,7,8,1479,271,54,4,2,0,0,22.22,59.72
2019-7-24 18:56:10,,4,8,9,1530,255,56,8,2,0,0,22.21,59.72
2019-7-24 18:56:14,,4,8,10,1584,257,56,12,4,0,0,22.21,59.72
2019-7-24 18:56:21,,4,8,11,1623,235,62,14,6,0,0,22.23,59.77
2019-7-24 18:56:27,,3,7,9,1731,255,56,12,4,0,0,22.23,59.77
2019-7-24 18:56:35,,5,7,10,1653,268,44,10,4,0,0,22.26,59.77
2019-7-24 18:56:42,,5,7,8,1614,286,42,4,2,0,0,22.25,59.77
2019-7-24 18:56:48,,5,8,8,1614,277,38,6,0,0,0,22.26,59.75
2019-7-24 18:56:54,,6,8,8,1767,288,40,6,0,0,0,22.26,59.77
2019-7-24 18:56:59,,6,9,9,1941,303,53,6,0,0,0,22.25,59.72
2019-7-24 18:57:8,,5,9,9,1986,289,57,6,0,0,0,22.23,59.75
2019-7-24 18:57:13,,4,7,7,2004,296,57,2,0,0,0,22.21,59.77
2019-7-24 18:57:21,,0,151,2,1024,1792,1792,1024,1792,1799,0,22.25,59.77
2019-7-24 18:57:27,,5,7,7,1800,283,55,0,0,0,0,22.23,59.77
2019-7-24 18:57:33,,5,7,7,2007,299,57,0,0,0,0,22.23,59.75
2019-7-24 18:57:38,,5,7,9,2034,303,52,2,2,2,0,22.23,59.77
2019-7-24 18:57:44,,5,7,8,2016,294,41,2,2,2,0,22.22,59.72
2019-7-24 18:57:51,,5,7,9,2115,307,39,2,2,2,0,22.22,59.75
2019-7-24 18:57:59,,6,8,9,1992,323,39,2,2,2,0,22.23,59.81
2019-7-24 18:58:5,,4,7,7,1752,306,41,2,0,0,0,22.21,59.81
2019-7-24 18:58:10,,6,8,10,2157,326,49,4,2,2,0,22.22,59.77
2019-7-24 18:58:18,,6,8,10,2454,350,55,4,2,2,0,22.22,59.77
2019-7-24 18:58:25,,6,8,9,3231,376,59,4,2,2,0,22.23,59.81
2019-7-24 18:58:30,,7,9,11,3225,381,59,4,2,2,0,22.22,59.79
2019-7-24 18:58:40,,7,10,11,2409,345,60,10,2,0,0,22.26,59.84
2019-7-24 18:58:45,,4,9,11,1200,287,62,20,2,0,0,22.25,59.84
2019-7-24 18:58:51,,4,10,12,1164,286,66,24,2,2,0,22.23,59.84
2019-7-24 18:59:0,,4,9,11,1212,300,65,18,2,2,0,22.25,59.86
2019-7-24 18:59:7,,5,9,9,1452,293,54,14,0,0,0,22.22,59.84
2019-7-24 18:59:13,,6,9,9,1671,306,56,10,0,0,0,22.21,59.86
2019-7-24 18:59:22,,5,8,8,2622,346,54,4,0,0,0,22.21,59.86
2019-7-24 18:59:28,,7,9,9,2919,364,43,4,0,0,0,22.22,59.83
2019-7-24 18:59:35,,7,8,8,2694,369,35,2,0,0,0,22.21,59.84
2019-7-24 18:59:42,,6,7,7,2532,359,26,2,0,0,0,22.23,59.88
2019-7-24 18:59:49,,6,8,8,1899,340,30,4,0,0,0,22.22,59.86
2019-7-24 18:59:54,,6,8,8,1800,313,32,4,0,0,0,22.21,59.86
2019-7-24 19:0:1,,6,8,8,2211,342,36,2,0,0,0,22.21,59.88
2019-7-24 19:0:9,,6,8,8,2586,355,36,2,0,0,0,22.21,59.86
2019-7-24 19:0:15,,6,8,8,2925,347,42,0,0,0,0,22.21,59.88
2019-7-24 19:0:22,,6,9,9,3096,361,42,4,0,0,0,22.22,59.90
2019-7-24 19:0:29,,6,8,9,3135,341,48,6,0,0,0,22.22,59.90
2019-7-24 19:0:38,,7,10,10,3684,401,49,6,0,0,0,22.20,59.90
2019-7-24 19:0:43,,6,9,10,3435,380,49,6,0,0,0,22.21,59.95
2019-7-24 19:0:51,,6,8,8,3477,359,45,0,0,0,0,22.20,59.95
2019-7-24 19:0:57,,7,8,8,3372,366,43,0,0,0,0,22.21,59.93
2019-7-24 19:1:1,,5,6,6,2982,320,34,0,0,0,0,22.22,59.91
2019-7-24 19:1:9,,6,10,10,3192,352,55,10,0,0,0,22.23,59.97
2019-7-24 19:1:14,,4,11,11,1155,284,81,22,0,0,0,22.23,59.93
2019-7-24 19:1:22,,4,10,11,1155,287,85,18,0,0,0,22.23,59.97
2019-7-24 19:1:29,,4,9,9,1230,283,63,14,0,0,0,22.23,59.93
2019-7-24 19:1:35,,4,8,9,1287,283,61,12,0,0,0,22.26,59.97
2019-7-24 19:1:42,,3,7,7,1263,266,46,8,0,0,0,22.21,59.95
2019-7-24 19:1:51,,4,7,9,1434,292,46,12,2,0,0,22.21,59.97
2019-7-24 19:1:57,,4,7,10,1467,309,40,12,4,2,0,22.21,59.97
2019-7-24 19:2:5,,4,7,10,1368,307,38,10,4,2,0,22.19,60.0
2019-7-24 19:2:13,,6,8,11,1863,316,40,8,4,2,0,22.20,60.4
2019-7-24 19:2:18,,4,6,8,1695,287,32,4,2,2,0,22.21,60.4
2019-7-24 19:2:25,,4,6,6,1680,277,36,2,0,0,0,22.22,60.4
2019-7-24 19:2:31,,5,6,7,1719,296,42,2,0,0,0,22.21,60.6
2019-7-24 19:2:38,,5,7,8,1812,321,42,2,0,0,0,22.21,60.4
2019-7-24 19:2:43,,5,7,7,1248,297,52,0,0,0,0,22.25,60.6
2019-7-24 19:2:51,,5,7,8,1251,305,50,4,0,0,0,22.23,60.4
2019-7-24 19:2:57,,4,7,8,1254,291,53,6,0,0,0,22.23,60.6
2019-7-24 19:3:5,,4,6,8,1170,265,52,8,2,0,0,22.26,60.0
2019-7-24 19:3:11,,4,6,8,1155,283,46,8,2,0,0,22.23,60.2
2019-7-24 19:3:17,,4,6,8,1314,289,48,6,2,0,0,22.26,59.99
2019-7-24 19:3:22,,4,7,8,1368,306,50,6,2,0,0,22.23,59.95
2019-7-24 19:3:31,,4,7,7,2169,328,40,4,0,0,0,22.21,59.97
2019-7-24 19:3:36,,6,8,8,2982,356,38,4,0,0,0,22.23,59.99
2019-7-24 19:3:43,,4,7,7,2784,343,42,4,0,0,0,22.26,60.4
2019-7-24 19:3:50,,4,6,6,2751,321,36,4,0,0,0,22.25,60.2
2019-7-24 19:3:56,,5,7,7,2892,319,38,4,0,0,0,22.27,60.4
2019-7-24 19:4:3,,3,5,5,1179,236,36,2,0,0,0,22.25,60.0
2019-7-24 19:4:10,,3,5,5,1185,252,36,0,0,0,0,22.25,60.4
2019-7-24 19:4:15,,5,7,7,2196,314,38,2,0,0,0,22.25,60.4
2019-7-24 19:4:21,,6,8,8,2541,361,32,2,0,0,0,22.23,60.2
2019-7-24 19:4:27,,7,8,8,3144,381,36,2,0,0,0,22.23,60.2
2019-7-24 19:4:32,,7,9,9,3684,383,38,4,0,0,0,22.22,60.0
2019-7-24 19:4:38,,8,10,10,4050,403,43,8,0,0,0,22.22,60.6
2019-7-24 19:4:44,,7,10,10,3618,377,55,8,0,0,0,22.26,60.4
2019-7-24 19:4:51,,7,11,11,3537,369,64,10,0,0,0,22.25,60.8
2019-7-24 19:4:56,,7,11,11,3636,359,64,10,0,0,0,22.23,60.6
2019-7-24 19:5:1,,7,11,11,3888,387,68,6,0,0,0,22.23,60.6
2019-7-24 19:5:10,,6,10,10,4752,378,55,2,0,0,0,22.23,60.8
2019-7-24 19:5:16,,6,8,8,4353,338,42,2,0,0,0,22.25,60.6
2019-7-24 19:5:21,,6,8,10,4329,367,59,2,2,2,0,22.21,60.6
2019-7-24 19:5:27,,6,7,9,3642,327,49,2,2,2,0,22.23,60.9
2019-7-24 19:5:34,,5,7,9,2271,284,56,6,2,2,0,22.23,60.9
2019-7-24 19:5:41,,5,8,10,2049,302,60,6,2,2,0,22.25,60.11
2019-7-24 19:5:48,,5,8,9,1869,297,58,4,0,0,0,22.22,60.15
2019-7-24 19:5:56,,5,8,8,1932,330,64,4,0,0,0,22.20,60.16
2019-7-24 19:6:2,,6,8,8,1977,330,51,0,0,0,0,22.20,60.18
2019-7-24 19:6:7,,6,8,8,2325,332,45,0,0,0,0,22.21,60.20
2019-7-24 19:6:13,,6,8,8,2466,336,50,0,0,0,0,22.23,60.27
2019-7-24 19:6:21,,6,8,8,2358,320,54,2,0,0,0,22.26,60.31
2019-7-24 19:6:26,,5,7,9,2199,316,58,6,2,2,0,22.25,60.34
2019-7-24 19:6:33,,6,10,12,1905,340,80,8,2,2,0,22.26,60.36
2019-7-24 19:6:42,,5,9,11,1482,310,71,10,2,2,0,22.27,60.31
2019-7-24 19:6:49,,4,8,9,1293,310,60,6,0,0,0,22.28,60.25
2019-7-24 19:6:55,,4,7,8,1176,292,51,4,0,0,0,22.28,60.27
2019-7-24 19:7:2,,4,7,8,1071,279,40,8,0,0,0,22.28,60.25
2019-7-24 19:7:9,,5,7,7,1167,275,32,6,0,0,0,22.28,60.29
2019-7-24 19:7:14,,3,5,5,1167,226,32,4,0,0,0,22.28,60.31
2019-7-24 19:7:19,,4,6,8,1461,242,38,8,2,2,0,22.27,60.29
2019-7-24 19:7:28,,3,9,10,1791,276,60,20,2,2,0,22.30,60.27
2019-7-24 19:7:35,,5,12,12,1578,314,63,26,0,0,0,22.28,60.22
2019-7-24 19:7:41,,5,11,11,1626,310,54,22,0,0,0,22.27,60.24
2019-7-24 19:7:48,,5,10,10,1617,306,42,16,0,0,0,22.26,60.27
2019-7-24 19:7:54,,5,8,8,1689,292,42,12,0,0,0,22.28,60.27
2019-7-24 19:8:0,,5,8,8,1773,300,38,8,0,0,0,22.27,60.27
2019-7-24 19:8:9,,5,8,8,2052,313,38,4,0,0,0,22.21,60.29
2019-7-24 19:8:15,,4,7,7,2046,283,42,4,0,0,0,22.23,60.27
2019-7-24 19:8:20,,5,8,8,2079,306,48,2,0,0,0,22.22,60.27
2019-7-24 19:8:27,,6,7,7,2067,304,51,0,0,0,0,22.23,60.29
2019-7-24 19:8:33,,5,8,9,2100,298,58,6,0,0,0,22.23,60.31
2019-7-24 19:8:39,,6,9,10,2010,312,62,8,0,0,0,22.25,60.27
2019-7-24 19:8:45,,6,9,10,2550,334,54,8,0,0,0,22.22,60.27
2019-7-24 19:8:50,,5,9,9,2499,308,43,10,0,0,0,22.22,60.31
2019-7-24 19:8:58,,4,7,7,2472,304,38,6,0,0,0,22.22,60.31
2019-7-24 19:9:5,,4,6,6,2253,297,34,2,0,0,0,22.22,60.31
2019-7-24 19:9:11,,4,6,7,1626,277,38,4,2,2,0,22.21,60.31
2019-7-24 19:9:18,,6,8,9,3039,363,42,2,2,2,0,22.21,60.34
2019-7-24 19:9:25,,6,8,9,2877,385,46,4,2,2,0,22.23,60.38
2019-7-24 19:9:33,,6,9,10,2871,383,48,6,2,2,0,22.23,60.41
2019-7-24 19:9:42,,5,8,8,3018,334,44,4,0,0,0,22.20,60.40
2019-7-24 19:9:50,,5,8,8,2895,279,46,4,0,0,0,22.26,60.41
2019-7-24 19:9:56,,5,8,8,3519,310,48,4,0,0,0,22.23,60.38
2019-7-24 19:10:2,,6,8,8,4053,342,51,4,0,0,0,22.22,60.43
2019-7-24 19:10:11,,6,9,9,3789,362,55,2,0,0,0,22.23,60.40
2019-7-24 19:10:17,,6,9,9,3606,364,56,2,0,0,0,22.22,60.45
2019-7-24 19:10:25,,5,9,9,3228,334,54,6,0,0,0,22.26,60.45
2019-7-24 19:10:31,,5,9,10,2922,338,56,6,2,2,0,22.23,60.40
2019-7-24 19:10:39,,6,9,11,2802,354,56,8,2,2,0,22.23,60.45
2019-7-24 19:10:46,,6,9,11,3192,361,49,8,2,2,0,22.23,60.45
2019-7-24 19:10:52,,6,9,11,3087,361,46,6,2,2,0,22.23,60.45
2019-7-24 19:10:59,,7,11,11,4176,431,40,8,0,0,0,22.26,60.45
2019-7-24 19:11:6,,3,10,10,1371,256,52,22,0,0,0,22.25,60.45
2019-7-24 19:11:12,,3,10,10,1155,277,52,20,0,0,0,22.26,60.43
2019-7-24 19:11:21,,3,9,9,1188,270,53,14,0,0,0,22.23,60.47
2019-7-24 19:11:28,,4,8,8,1296,316,53,6,0,0,0,22.22,60.45
2019-7-24 19:11:36,,7168,1024,1792,1797,31745,9472,11520,512,0,0,22.26,60.43
2019-7-24 19:11:42,,4,7,7,1404,286,47,2,0,0,0,22.25,60.43
2019-7-24 19:11:48,,5,7,7,1245,257,32,4,0,0,0,22.23,60.45
2019-7-24 19:11:56,,5,7,9,2091,273,32,8,2,2,0,22.23,60.43
2019-7-24 19:12:4,,5120,0,151,7168,1024,2560,2560,1024,2560,0,22.26,60.50
2019-7-24 19:12:10,,3,10,10,1056,265,54,24,0,0,0,22.25,60.50
2019-7-24 19:12:16,,3,9,10,1029,259,57,20,2,0,0,22.25,60.54
2019-7-24 19:12:23,,4,9,10,996,250,59,14,2,0,0,22.26,60.61
2019-7-24 19:12:28,,3,7,8,1047,257,63,10,2,0,0,22.27,60.61
2019-7-24 19:12:34,,3,7,8,1047,254,58,8,2,0,0,22.25,60.61
2019-7-24 19:12:39,,4,5,5,1032,251,43,2,0,0,0,22.27,60.61
2019-7-24 19:12:47,,5,7,7,1305,291,56,2,0,0,0,22.29,60.59
2019-7-24 19:12:52,,5,9,9,1491,331,76,6,0,0,0,22.29,60.59
2019-7-24 19:13:1,,5,8,9,1521,323,67,6,0,0,0,22.29,60.61
2019-7-24 19:13:6,,5,8,9,1635,321,69,8,0,0,0,22.28,60.61
2019-7-24 19:13:12,,5,8,9,1761,299,58,8,0,0,0,22.29,60.58
2019-7-24 19:13:17,,4,7,7,1683,301,53,6,0,0,0,22.28,60.54
2019-7-24 19:13:25,,4,6,7,1554,295,44,6,0,0,0,22.26,60.56
2019-7-24 19:13:31,,5,7,7,1692,320,44,2,0,0,0,22.29,60.54
2019-7-24 19:13:37,,5,8,8,1527,325,52,6,0,0,0,22.25,60.59
2019-7-24 19:13:44,,6,9,9,1350,316,48,6,0,0,0,22.25,60.63
2019-7-24 19:13:50,,6,9,9,1350,300,48,6,0,0,0,22.27,60.63
2019-7-24 19:13:56,,5,8,8,1497,288,46,6,0,0,0,22.27,60.63
2019-7-24 19:14:3,,6,9,9,2568,329,53,2,0,0,0,22.27,60.65
2019-7-24 19:14:9,,4,7,7,2484,314,51,2,0,0,0,22.26,60.70
2019-7-24 19:14:15,,5,7,7,2448,325,51,2,0,0,0,22.26,60.65
2019-7-24 19:14:23,,5,8,8,2223,318,47,4,0,0,0,22.29,60.65
2019-7-24 19:14:29,,5,7,8,1566,281,36,6,2,2,0,22.27,60.65
2019-7-24 19:14:38,,5,7,9,1815,285,38,8,2,2,0,22.27,60.63
2019-7-24 19:14:44,,5,8,10,1953,294,48,10,2,2,0,22.29,60.68
2019-7-24 19:14:52,,5,9,11,2106,334,50,10,2,2,0,22.29,60.70
2019-7-24 19:14:57,,5,8,9,1911,312,46,8,0,0,0,22.30,60.68
2019-7-24 19:15:5,,6,8,8,1971,328,40,4,0,0,0,22.28,60.65
2019-7-24 19:15:11,,5,7,7,1977,344,34,2,0,0,0,22.29,60.68
2019-7-24 19:15:16,,6,7,7,1971,324,30,2,0,0,0,22.30,60.63
2019-7-24 19:15:23,,6,9,9,1947,339,45,6,0,0,0,22.31,60.61
2019-7-24 19:15:30,,5,9,9,1782,322,53,6,0,0,0,22.31,60.65
2019-7-24 19:15:35,,6,10,10,1830,339,60,6,0,0,0,22.30,60.68
2019-7-24 19:15:43,,4,8,8,1656,305,62,6,0,0,0,22.30,60.68
2019-7-24 19:15:52,,5,8,8,1542,275,49,2,0,0,0,22.29,60.65
2019-7-24 19:15:58,,6,9,9,1839,325,47,2,0,0,0,22.28,60.61
2019-7-24 19:16:5,,6,9,9,2604,374,48,2,0,0,0,22.27,60.68
2019-7-24 19:16:11,,5,8,8,2511,352,46,4,0,0,0,22.28,60.70
2019-7-24 19:16:19,,6,8,8,2313,358,38,4,0,0,0,22.32,60.68
2019-7-24 19:16:24,,4,7,8,1989,308,38,6,2,2,0,22.32,60.74
2019-7-24 19:16:31,,4,6,8,1092,267,35,8,2,2,0,22.32,60.77
2019-7-24 19:16:39,,3,7,8,1062,266,37,8,2,2,0,22.35,60.75
2019-7-24 19:16:46,,3,6,8,996,259,43,10,2,2,0,22.34,60.75
2019-7-24 19:16:51,,4,7,8,1053,272,45,12,0,0,0,22.34,60.77
2019-7-24 19:16:58,,4,7,8,1911,299,45,10,0,0,0,22.34,60.75
2019-7-24 19:17:3,,4,6,6,1872,288,30,8,0,0,0,22.35,60.75
2019-7-24 19:17:10,,3,5,7,1833,268,31,6,2,2,0,22.35,60.79
2019-7-24 19:17:16,,3,5,7,1794,264,33,6,2,2,0,22.34,60.77
2019-7-24 19:17:22,,3,4,6,846,226,37,2,2,2,0,22.36,60.77
2019-7-24 19:17:28,,4,7,10,1203,253,62,6,2,2,0,22.36,60.81
2019-7-24 19:17:33,,5,11,12,1413,316,89,16,0,0,0,22.36,60.84
2019-7-24 19:17:41,,5,12,12,1074,299,68,22,0,0,0,22.38,60.84
2019-7-24 19:17:49,,5,10,10,1050,275,51,16,0,0,0,22.38,60.86
2019-7-24 19:17:56,,4,9,9,1083,277,45,10,0,0,0,22.38,60.84
2019-7-24 19:18:2,,4,8,8,1095,273,40,8,0,0,0,22.37,60.81
2019-7-24 19:18:9,,4,7,7,1212,262,38,4,0,0,0,22.37,60.77
2019-7-24 19:18:15,,4,7,7,1227,255,36,4,0,0,0,22.37,60.81
2019-7-24 19:18:21,,4,6,8,1251,250,39,6,2,2,0,22.36,60.83
2019-7-24 19:18:27,,4,6,8,1287,245,41,8,2,2,0,22.37,60.81
2019-7-24 19:18:34,,5,7,8,1302,269,46,6,2,2,0,22.37,60.79
2019-7-24 19:18:42,,5,7,9,1521,294,46,6,2,2,0,22.35,60.72
2019-7-24 19:18:48,,6,8,8,1584,303,48,4,0,0,0,22.34,60.75
2019-7-24 19:18:55,,5,8,8,1734,302,54,4,0,0,0,22.37,60.79
2019-7-24 19:19:1,,5,7,7,1722,289,45,2,0,0,0,22.39,60.83
2019-7-24 19:19:7,,4,6,7,1548,260,39,2,0,0,0,22.38,60.83
2019-7-24 19:19:14,,4,5,6,1425,237,36,2,0,0,0,22.37,60.77
2019-7-24 19:19:22,,4,5,5,1323,234,32,0,0,0,0,22.37,60.77
2019-7-24 19:19:28,,4,6,7,1320,240,36,2,2,0,0,22.38,60.77
2019-7-24 19:19:34,,5,7,8,1560,262,44,2,2,0,0,22.35,60.75
2019-7-24 19:19:40,,5,7,8,1728,284,50,2,2,0,0,22.35,60.74
2019-7-24 19:19:45,,6,8,9,1872,320,51,2,2,0,0,22.36,60.75
2019-7-24 19:19:52,,5,7,9,1833,320,60,4,2,0,0,22.35,60.77
2019-7-24 19:19:58,,6,8,8,1764,302,58,2,0,0,0,22.36,60.77
2019-7-24 19:20:4,,5,8,8,1950,307,56,6,0,0,0,22.34,60.77
2019-7-24 19:20:9,,5,8,8,2004,314,58,8,0,0,0,22.32,60.84
2019-7-24 19:20:16,,6,9,9,1935,337,57,6,0,0,0,22.34,60.83
2019-7-24 19:20:23,,6,9,9,1716,332,58,6,0,0,0,22.34,60.84
2019-7-24 19:20:31,,6,9,9,1449,344,58,2,0,0,0,22.34,60.86
2019-7-24 19:20:37,,4,7,7,1197,298,58,2,0,0,0,22.32,60.86
2019-7-24 19:20:44,,4,8,8,1224,295,54,6,0,0,0,22.34,60.88
2019-7-24 19:20:49,,4,7,7,1185,295,53,6,0,0,0,22.32,60.90
2019-7-24 19:20:55,,5,9,9,1299,308,57,6,0,0,0,22.32,60.93
2019-7-24 19:21:2,,5,8,8,1206,289,51,4,0,0,0,22.32,60.91
2019-7-24 19:21:8,,4,6,7,1191,290,44,2,2,2,0,22.34,60.99
2019-7-24 19:21:14,,5,7,8,1623,288,42,4,2,2,0,22.32,60.97
2019-7-24 19:21:21,,12544,1536,512,19712,7168,1536,2048,2560,1536,0,22.32,61.0
2019-7-24 19:21:28,,7,9,11,2916,389,49,6,2,2,0,22.32,61.4
2019-7-24 19:21:35,,8,10,11,3594,411,49,6,2,2,0,22.31,61.6
2019-7-24 19:21:41,,7,10,11,3447,395,51,6,2,2,0,22.34,61.2
2019-7-24 19:21:49,,6,9,10,3303,392,53,6,2,2,0,22.35,61.6
2019-7-24 19:21:55,,6,9,10,3060,358,49,6,2,2,0,22.35,61.9
2019-7-24 19:22:0,,6,9,9,2649,349,43,4,0,0,0,22.35,61.11
2019-7-24 19:22:9,,6,8,8,2019,327,45,2,0,0,0,22.37,61.13
2019-7-24 19:22:16,,5,5,5,1146,256,30,0,0,0,0,22.36,61.16
2019-7-24 19:22:21,,3,4,4,1029,241,28,0,0,0,0,22.35,61.9
2019-7-24 19:22:29,,2,3,3,918,206,26,0,0,0,0,22.35,61.8
2019-7-24 19:22:37,,4,6,6,1644,266,30,4,0,0,0,22.35,61.6
2019-7-24 19:22:43,,5,7,7,1764,293,38,4,0,0,0,22.37,61.6
2019-7-24 19:22:51,,6,9,9,1869,337,51,6,0,0,0,22.32,61.8
2019-7-24 19:22:56,,5,8,8,1953,359,53,6,0,0,0,22.32,61.9
2019-7-24 19:23:4,,0,151,2,1280,1792,1792,1280,1792,1797,0,22.37,61.18
2019-7-24 19:23:11,,5,7,7,1293,321,64,2,0,0,0,22.36,61.20
2019-7-24 19:23:16,,6,8,8,1341,310,64,2,0,0,0,22.37,61.22
2019-7-24 19:23:23,,4,7,7,1320,299,60,2,0,0,0,22.38,61.25
2019-7-24 19:23:29,,6,8,8,1368,329,58,2,0,0,0,22.38,61.25
2019-7-24 19:23:35,,5,8,8,1335,318,49,2,0,0,0,22.40,61.22
2019-7-24 19:23:41,,5,7,7,1350,298,49,0,0,0,0,22.38,61.18
2019-7-24 19:23:48,,4,7,7,1344,305,57,2,0,0,0,22.36,61.15
2019-7-24 19:23:53,,4,7,7,1491,293,51,2,0,0,0,22.36,61.15
2019-7-24 19:24:0,,6,8,8,2373,346,49,2,0,0,0,22.36,61.16
2019-7-24 19:24:7,,7,9,9,2550,381,50,2,0,0,0,22.37,61.18
2019-7-24 19:24:14,,7,10,10,3306,407,56,4,0,0,0,22.37,61.24
2019-7-24 19:24:20,,8,11,11,3927,442,69,4,0,0,0,22.37,61.24
2019-7-24 19:24:25,,6,10,10,3282,360,69,4,0,0,0,22.35,61.27
2019-7-24 19:24:33,,6,9,9,3453,338,51,4,0,0,0,22.37,61.29
2019-7-24 19:24:39,,6,8,8,3513,345,47,0,0,0,0,22.38,61.36
2019-7-24 19:24:45,,7,8,8,3606,376,32,0,0,0,0,22.38,61.34
2019-7-24 19:24:52,,8,9,9,3723,417,35,0,0,0,0,22.39,61.31
2019-7-24 19:25:0,,7,9,9,3765,402,39,0,0,0,0,22.39,61.29
2019-7-24 19:25:7,,7,10,10,3771,410,48,2,0,0,0,22.39,61.25
2019-7-24 19:25:14,,6,8,8,2670,302,44,2,0,0,0,22.40,61.29
2019-7-24 19:25:22,,6,8,8,2316,302,45,4,0,0,0,22.43,61.27
2019-7-24 19:25:29,,5,7,8,2364,286,49,6,0,0,0,22.40,61.22
2019-7-24 19:25:34,,4,5,8,2364,277,44,6,2,2,0,22.42,61.16
2019-7-24 19:25:40,,5,7,9,2808,310,50,6,2,2,0,22.39,61.15
